GP,PPG,RPG,APG,SPG,BPG,TOPG,FGP,FTP,3PP,FGAPG,FTAPG,3PAPG,ORPG,DRPG,PAPG,S10,WPCT,GPA,PPGA,RPGA,APGA,SPGA,BPGA,TOPGA,FGPA,FTPA,3PPA,FGAPGA,FTAPGA,3PAPGA,ORPGA,DRPGA,PAPGA,S10A,WPCTA,result
27.0,73.0,35.1,13.0,7.3,4.1,11.0,44.3,71.1,34.6,57.370370370370374,22.51851851851852,17.962962962962962,11.74074074074074,23.37037037037037,63.407407407407405,0.5,0.5925925925925926,24.0,84.4,36.5,17.0,9.0,3.8,12.4,49.3,69.7,41.8,63.041666666666664,17.041666666666668,24.708333333333332,12.875,23.583333333333332,66.41666666666667,0.7,0.75,0
27.0,73.0,35.1,13.0,7.3,4.1,11.0,44.3,71.1,34.6,57.370370370370374,22.51851851851852,17.962962962962962,11.74074074074074,23.37037037037037,63.407407407407405,0.5,0.5925925925925926,26.0,75.2,38.7,13.2,6.5,3.9,14.2,45.4,70.8,35.6,57.96153846153846,19.73076923076923,24.307692307692307,11.0,27.653846153846153,68.8076923076923,0.8,0.7307692307692307,0
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,23.0,80.4,35.7,14.2,5.5,3.1,12.3,49.8,71.6,40.4,57.17391304347826,21.565217391304348,19.91304347826087,7.782608695652174,27.956521739130434,74.54545454545455,0.7,0.7272727272727273,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,26.0,71.7,34.2,13.3,9.2,5.4,14.6,45.1,76.1,32.9,56.15384615384615,19.115384615384617,19.615384615384617,9.307692307692308,24.923076923076923,65.15384615384616,0.7,0.7307692307692307,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,27.0,73.1,37.9,13.3,6.6,4.5,14.9,45.3,79.0,34.5,56.0,20.296296296296298,18.37037037037037,10.481481481481481,27.40740740740741,67.88888888888889,0.7,0.7407407407407407,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,26.0,92.1,37.9,18.3,8.3,2.8,12.1,55.1,72.7,36.5,62.0,22.692307692307693,20.0,9.576923076923077,28.346153846153847,69.11538461538461,0.8,0.8076923076923077,0
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,25.0,71.4,40.2,12.8,5.9,3.9,15.3,42.4,75.4,36.6,58.52,17.72,22.72,11.68,28.52,70.68,0.8,0.52,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,26.0,69.8,33.3,13.3,6.8,3.0,13.1,47.5,73.4,37.6,54.03846153846154,14.76923076923077,20.153846153846153,8.576923076923077,24.73076923076923,60.56,0.7,0.6,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,21.0,75.0,30.2,14.5,8.9,2.1,10.6,47.4,73.0,35.4,57.76190476190476,17.476190476190474,21.0,6.428571428571429,23.80952380952381,70.2,0.5,0.6,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,24.0,65.6,31.6,11.6,6.5,3.1,14.9,41.8,78.3,32.1,58.875,11.541666666666666,22.75,8.583333333333334,23.0,76.70833333333333,0.0,0.125,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,28.0,73.1,38.0,13.7,6.9,4.1,12.4,44.0,71.2,34.4,59.857142857142854,18.25,21.714285714285715,11.392857142857142,26.607142857142858,66.18518518518519,0.8,0.7407407407407407,0
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,19.0,67.2,32.8,12.3,6.3,2.3,13.5,43.8,74.2,35.4,54.94736842105263,14.263157894736842,24.105263157894736,6.684210526315789,26.105263157894736,68.3157894736842,0.6,0.5263157894736842,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,25.0,74.8,36.3,13.4,7.4,3.4,11.1,44.2,74.4,33.8,60.68,17.68,23.64,9.88,26.4,69.24,0.4,0.56,0
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,28.0,77.1,38.6,13.2,7.3,4.4,15.9,46.7,71.3,33.8,59.214285714285715,21.5,18.892857142857142,11.071428571428571,27.535714285714285,72.89285714285714,0.8,0.7142857142857143,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,26.0,75.2,38.7,13.2,6.5,3.9,14.2,45.4,70.8,35.6,57.96153846153846,19.73076923076923,24.307692307692307,11.0,27.653846153846153,68.8076923076923,0.8,0.7307692307692307,0
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,29.0,61.8,32.9,13.0,5.6,1.5,14.9,41.2,66.4,29.6,54.37931034482759,15.724137931034482,22.24137931034483,10.206896551724139,22.655172413793103,69.85714285714286,0.4,0.39285714285714285,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,27.0,73.0,35.1,13.0,7.3,4.1,11.0,44.3,71.1,34.6,57.370370370370374,22.51851851851852,17.962962962962962,11.74074074074074,23.37037037037037,63.407407407407405,0.5,0.5925925925925926,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,23.0,74.0,35.2,11.8,7.3,5.4,14.7,46.4,75.7,35.7,56.65217391304348,19.17391304347826,19.130434782608695,10.043478260869565,25.130434782608695,69.82608695652173,0.5,0.6086956521739131,0
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,24.0,65.6,31.6,11.6,6.5,3.1,14.9,41.8,78.3,32.1,58.875,11.541666666666666,22.75,8.583333333333334,23.0,76.70833333333333,0.0,0.125,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,28.0,73.1,38.0,13.7,6.9,4.1,12.4,44.0,71.2,34.4,59.857142857142854,18.25,21.714285714285715,11.392857142857142,26.607142857142858,66.18518518518519,0.8,0.7407407407407407,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,27.0,73.0,35.1,13.0,7.3,4.1,11.0,44.3,71.1,34.6,57.370370370370374,22.51851851851852,17.962962962962962,11.74074074074074,23.37037037037037,63.407407407407405,0.5,0.5925925925925926,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,25.0,74.8,36.3,13.4,7.4,3.4,11.1,44.2,74.4,33.8,60.68,17.68,23.64,9.88,26.4,69.24,0.4,0.56,0
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,26.0,75.2,38.7,13.2,6.5,3.9,14.2,45.4,70.8,35.6,57.96153846153846,19.73076923076923,24.307692307692307,11.0,27.653846153846153,68.8076923076923,0.8,0.7307692307692307,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,26.0,66.8,34.6,13.1,6.0,3.5,14.2,43.8,67.2,33.8,54.92307692307692,17.807692307692307,19.923076923076923,9.807692307692308,24.807692307692307,71.23076923076923,0.3,0.5,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,29.0,61.8,32.9,13.0,5.6,1.5,14.9,41.2,66.4,29.6,54.37931034482759,15.724137931034482,22.24137931034483,10.206896551724139,22.655172413793103,69.85714285714286,0.4,0.39285714285714285,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,24.0,84.4,36.5,17.0,9.0,3.8,12.4,49.3,69.7,41.8,63.041666666666664,17.041666666666668,24.708333333333332,12.875,23.583333333333332,66.41666666666667,0.7,0.75,0
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,26.0,66.8,34.6,13.1,6.0,3.5,14.2,43.8,67.2,33.8,54.92307692307692,17.807692307692307,19.923076923076923,9.807692307692308,24.807692307692307,71.23076923076923,0.3,0.5,1
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,28.0,77.1,38.6,13.2,7.3,4.4,15.9,46.7,71.3,33.8,59.214285714285715,21.5,18.892857142857142,11.071428571428571,27.535714285714285,72.89285714285714,0.8,0.7142857142857143,0
27.0,77.3,38.1,13.8,7.5,2.9,12.1,42.8,71.7,35.7,61.48148148148148,24.22222222222222,20.333333333333332,13.518518518518519,24.62962962962963,72.11111111111111,0.6,0.6666666666666666,28.0,77.1,38.6,13.2,7.3,4.4,15.9,46.7,71.3,33.8,59.214285714285715,21.5,18.892857142857142,11.071428571428571,27.535714285714285,72.89285714285714,0.8,0.7142857142857143,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,21.0,63.1,34.0,11.7,4.5,2.0,14.5,43.3,63.9,33.0,54.904761904761905,13.857142857142858,20.333333333333332,7.9523809523809526,26.095238095238095,73.45,0.3,0.2,1
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,22.0,75.5,34.3,15.3,5.3,1.5,9.0,45.0,76.5,35.2,58.68181818181818,17.636363636363637,26.181818181818183,9.590909090909092,24.727272727272727,67.13636363636364,0.5,0.7272727272727273,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,27.0,69.7,34.6,13.9,5.7,3.7,11.9,43.3,66.5,32.4,55.925925925925924,23.185185185185187,18.074074074074073,9.037037037037036,25.51851851851852,69.37037037037037,0.3,0.4444444444444444,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,26.0,65.5,29.7,13.5,6.2,1.8,12.0,45.1,66.5,37.5,52.38461538461539,15.384615384615385,21.53846153846154,5.346153846153846,24.346153846153847,68.36,0.3,0.44,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,26.0,69.8,35.7,13.5,5.7,3.0,11.8,43.0,70.0,32.0,58.80769230769231,18.576923076923077,19.73076923076923,10.576923076923077,25.115384615384617,69.73076923076923,0.4,0.5,1
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,26.0,69.8,35.7,13.5,5.7,3.0,11.8,43.0,70.0,32.0,58.80769230769231,18.576923076923077,19.73076923076923,10.576923076923077,25.115384615384617,69.73076923076923,0.4,0.5,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,27.0,71.3,34.9,12.9,6.3,4.4,13.0,44.1,73.2,32.1,56.48148148148148,20.14814814814815,20.77777777777778,10.222222222222221,24.62962962962963,69.66666666666667,0.5,0.5185185185185185,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,25.0,71.4,40.2,12.8,5.9,3.9,15.3,42.4,75.4,36.6,58.52,17.72,22.72,11.68,28.52,70.68,0.8,0.52,1
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,22.0,72.5,38.1,13.0,6.2,5.3,11.7,43.9,73.1,33.6,60.13636363636363,17.772727272727273,20.0,13.227272727272727,24.90909090909091,64.63636363636364,0.7,0.6363636363636364,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,27.0,79.0,36.0,16.3,9.1,3.9,12.6,44.7,74.9,34.5,64.5925925925926,18.48148148148148,21.48148148148148,11.185185185185185,24.77777777777778,76.74074074074075,0.6,0.5925925925925926,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,1
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,19.0,65.8,37.8,11.4,6.8,3.9,15.8,41.7,67.8,31.5,60.73684210526316,14.368421052631579,17.210526315789473,12.052631578947368,25.789473684210527,71.94736842105263,0.2,0.2631578947368421,1
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,22.0,72.5,38.1,13.0,6.2,5.3,11.7,43.9,73.1,33.6,60.13636363636363,17.772727272727273,20.0,13.227272727272727,24.90909090909091,64.63636363636364,0.7,0.6363636363636364,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,21.0,74.8,37.7,17.6,6.9,4.0,11.2,45.8,69.4,32.5,61.19047619047619,15.857142857142858,23.714285714285715,9.523809523809524,28.19047619047619,70.19047619047619,0.4,0.5714285714285714,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,27.0,69.7,36.3,12.3,5.1,3.7,14.4,44.5,73.5,32.3,54.96296296296296,19.25925925925926,20.555555555555557,9.555555555555555,26.703703703703702,69.81481481481481,0.5,0.48148148148148145,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,19.0,65.8,37.8,11.4,6.8,3.9,15.8,41.7,67.8,31.5,60.73684210526316,14.368421052631579,17.210526315789473,12.052631578947368,25.789473684210527,71.94736842105263,0.2,0.2631578947368421,1
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,27.0,79.0,36.0,16.3,9.1,3.9,12.6,44.7,74.9,34.5,64.5925925925926,18.48148148148148,21.48148148148148,11.185185185185185,24.77777777777778,76.74074074074075,0.6,0.5925925925925926,1
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,25.0,71.4,40.2,12.8,5.9,3.9,15.3,42.4,75.4,36.6,58.52,17.72,22.72,11.68,28.52,70.68,0.8,0.52,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,27.0,69.7,36.3,12.3,5.1,3.7,14.4,44.5,73.5,32.3,54.96296296296296,19.25925925925926,20.555555555555557,9.555555555555555,26.703703703703702,69.81481481481481,0.5,0.48148148148148145,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,21.0,74.8,37.7,17.6,6.9,4.0,11.2,45.8,69.4,32.5,61.19047619047619,15.857142857142858,23.714285714285715,9.523809523809524,28.19047619047619,70.19047619047619,0.4,0.5714285714285714,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,27.0,71.3,34.9,12.9,6.3,4.4,13.0,44.1,73.2,32.1,56.48148148148148,20.14814814814815,20.77777777777778,10.222222222222221,24.62962962962963,69.66666666666667,0.5,0.5185185185185185,1
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,22.0,75.5,34.3,15.3,5.3,1.5,9.0,45.0,76.5,35.2,58.68181818181818,17.636363636363637,26.181818181818183,9.590909090909092,24.727272727272727,67.13636363636364,0.5,0.7272727272727273,1
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,0
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,21.0,74.8,37.7,17.6,6.9,4.0,11.2,45.8,69.4,32.5,61.19047619047619,15.857142857142858,23.714285714285715,9.523809523809524,28.19047619047619,70.19047619047619,0.4,0.5714285714285714,1
25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,0
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,27.0,69.7,37.0,10.6,3.9,2.6,12.5,44.2,76.0,34.1,55.22222222222222,18.555555555555557,20.0,9.481481481481481,27.48148148148148,67.66666666666667,0.5,0.5555555555555556,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,25.0,67.3,34.1,9.4,5.6,3.0,13.1,41.8,68.8,33.5,59.76,17.44,15.88,8.56,25.56,77.96,0.3,0.2,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,24.0,65.5,34.0,10.8,5.8,2.5,14.2,42.0,65.9,31.2,56.625,16.75,21.916666666666668,8.958333333333334,25.0,72.66666666666667,0.2,0.09523809523809523,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,28.0,73.1,38.0,13.7,6.9,4.1,12.4,44.0,71.2,34.4,59.857142857142854,18.25,21.714285714285715,11.392857142857142,26.607142857142858,66.18518518518519,0.8,0.7407407407407407,0
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,27.0,70.0,36.2,13.7,7.1,3.3,14.1,41.8,63.9,33.3,59.407407407407405,18.48148148148148,25.333333333333332,8.88888888888889,27.296296296296298,74.61538461538461,0.3,0.23076923076923078,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,27.0,69.7,36.3,12.3,5.1,3.7,14.4,44.5,73.5,32.3,54.96296296296296,19.25925925925926,20.555555555555557,9.555555555555555,26.703703703703702,69.81481481481481,0.5,0.48148148148148145,0
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,27.0,79.0,36.0,16.3,9.1,3.9,12.6,44.7,74.9,34.5,64.5925925925926,18.48148148148148,21.48148148148148,11.185185185185185,24.77777777777778,76.74074074074075,0.6,0.5925925925925926,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,22.0,72.5,38.1,13.0,6.2,5.3,11.7,43.9,73.1,33.6,60.13636363636363,17.772727272727273,20.0,13.227272727272727,24.90909090909091,64.63636363636364,0.7,0.6363636363636364,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,21.0,74.8,37.7,17.6,6.9,4.0,11.2,45.8,69.4,32.5,61.19047619047619,15.857142857142858,23.714285714285715,9.523809523809524,28.19047619047619,70.19047619047619,0.4,0.5714285714285714,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,26.0,69.8,35.7,13.5,5.7,3.0,11.8,43.0,70.0,32.0,58.80769230769231,18.576923076923077,19.73076923076923,10.576923076923077,25.115384615384617,69.73076923076923,0.4,0.5,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,27.0,71.3,34.9,12.9,6.3,4.4,13.0,44.1,73.2,32.1,56.48148148148148,20.14814814814815,20.77777777777778,10.222222222222221,24.62962962962963,69.66666666666667,0.5,0.5185185185185185,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,27.0,79.0,36.0,16.3,9.1,3.9,12.6,44.7,74.9,34.5,64.5925925925926,18.48148148148148,21.48148148148148,11.185185185185185,24.77777777777778,76.74074074074075,0.6,0.5925925925925926,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,25.0,63.5,32.3,12.3,5.6,2.0,11.4,41.1,64.6,32.3,55.72,16.4,22.16,9.2,23.08,68.68,0.5,0.4,0
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,26.0,69.8,35.7,13.5,5.7,3.0,11.8,43.0,70.0,32.0,58.80769230769231,18.576923076923077,19.73076923076923,10.576923076923077,25.115384615384617,69.73076923076923,0.4,0.5,0
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,22.0,72.5,38.1,13.0,6.2,5.3,11.7,43.9,73.1,33.6,60.13636363636363,17.772727272727273,20.0,13.227272727272727,24.90909090909091,64.63636363636364,0.7,0.6363636363636364,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,27.0,71.3,34.9,12.9,6.3,4.4,13.0,44.1,73.2,32.1,56.48148148148148,20.14814814814815,20.77777777777778,10.222222222222221,24.62962962962963,69.66666666666667,0.5,0.5185185185185185,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,19.0,65.8,37.8,11.4,6.8,3.9,15.8,41.7,67.8,31.5,60.73684210526316,14.368421052631579,17.210526315789473,12.052631578947368,25.789473684210527,71.94736842105263,0.2,0.2631578947368421,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,25.0,71.4,40.2,12.8,5.9,3.9,15.3,42.4,75.4,36.6,58.52,17.72,22.72,11.68,28.52,70.68,0.8,0.52,0
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,27.0,69.7,36.3,12.3,5.1,3.7,14.4,44.5,73.5,32.3,54.96296296296296,19.25925925925926,20.555555555555557,9.555555555555555,26.703703703703702,69.81481481481481,0.5,0.48148148148148145,1
28.0,77.0,36.1,15.9,7.1,3.5,11.1,47.6,64.2,36.7,59.82142857142857,16.071428571428573,26.5,8.464285714285714,27.642857142857142,68.28571428571429,0.7,0.7142857142857143,25.0,71.4,40.2,12.8,5.9,3.9,15.3,42.4,75.4,36.6,58.52,17.72,22.72,11.68,28.52,70.68,0.8,0.52,1
